taxon_id;family;subfamily;genus;subgenus;specific_epithet;authority;infraspecific_marker;infraspecific_epithet;infraspecific_authority
Calumma_jejy;Chamaeleonidae;;Calumma;;jejy;RAXWORTHY & NUSSBAUM, 2006;;;
Calumma_juliae;Chamaeleonidae;;Calumma;;juliae;PRÖTZEL, VENCES, HAWLITSCHEK, SCHERZ, RATSOAVINA & GLAW, 2018;;;
Calumma_lefona;Chamaeleonidae;;Calumma;;lefona;PRÖTZEL, VENCES, HAWLITSCHEK, SCHERZ, RATSOAVINA & GLAW, 2018;;;
Calumma_linotum;Chamaeleonidae;;Calumma;;linotum;(MÜLLER, 1924);;;
Calumma_malthe;Chamaeleonidae;;Calumma;;malthe;(GÜNTHER, 1879);;;
Calumma_marojezense;Chamaeleonidae;;Calumma;;marojezense;(BRYGOO, BLANC & DOMERGUE, 1970);;;
Calumma_nasutum;Chamaeleonidae;;Calumma;;nasutum;(DUMÉRIL & BIBRON, 1836);;;
Calumma_oshaughnessyi;Chamaeleonidae;;Calumma;;oshaughnessyi;(GÜNTHER, 1881);;;
Calumma_parsonii;Chamaeleonidae;;Calumma;;parsonii;(CUVIER, 1825);;;
Calumma_parsonii_cristifer;Chamaeleonidae;;Calumma;;parsonii;(CUVIER, 1825);subsp.;cristifer;(METHUEN & HEWITT, 1913)
Calumma_parsonii_parsonii;Chamaeleonidae;;Calumma;;parsonii;(CUVIER, 1825);subsp.;parsonii;(CUVIER, 1824)
Calumma_peltierorum;Chamaeleonidae;;Calumma;;peltierorum;RAXWORTHY & NUSSBAUM, 2006;;;
Calumma_peyrierasi;Chamaeleonidae;;Calumma;;peyrierasi;(BRYGOO, BLANC & DOMERGUE, 1974);;;
Calumma_roaloko;Chamaeleonidae;;Calumma;;roaloko;PRÖTZEL, LAMBERT, ANDRIANASOLO, HUTTER, COBB, SCHERZ & GLAW, 2018;;;
Calumma_tarzan;Chamaeleonidae;;Calumma;;tarzan;GEHRING, PABIJAN, RATSOAVINA, KÖHLER, VENCES & GLAW, 2010;;;
Calumma_tsaratananense;Chamaeleonidae;;Calumma;;tsaratananense;(BRYGOO & DOMERGUE, 1967);;;
Calumma_tsycorne;Chamaeleonidae;;Calumma;;tsycorne;RAXWORTHY & NUSSBAUM, 2006;;;
Calumma_uetzi;Chamaeleonidae;;Calumma;;uetzi;PRÖTZEL, VENCES, HAWLITSCHEK, SCHERZ, RATSOAVINA & GLAW, 2018;;;
Calumma_vatosoa;Chamaeleonidae;;Calumma;;vatosoa;ANDREONE, MATTIOLI, JESU & RANDRIANIRINA, 2001;;;
Calumma_vencesi;Chamaeleonidae;;Calumma;;vencesi;ANDREONE, MATTIOLI, JESU & RANDRIANIRINA, 2001;;;
Calumma_vohibola;Chamaeleonidae;;Calumma;;vohibola;GEHRING, RATSOAVINA, VENCES & GLAW, 2011;;;
Calyptommatus_confusionibus;Gymnophthalmidae;Gymnophthalminae;Calyptommatus;;confusionibus;RODRIGUES, ZAHER & CURCIO, 2001;;;
Calyptommatus_leiolepis;Gymnophthalmidae;Gymnophthalminae;Calyptommatus;;leiolepis;RODRIGUES, 1991;;;
Calyptommatus_nicterus;Gymnophthalmidae;Gymnophthalminae;Calyptommatus;;nicterus;RODRIGUES, 1991;;;
Calyptommatus_sinebrachiatus;Gymnophthalmidae;Gymnophthalminae;Calyptommatus;;sinebrachiatus;RODRIGUES, 1991;;;
Calyptotis_lepidorostrum;Scincidae;Sphenomorphinae;Calyptotis;;lepidorostrum;GREER, 1983;;;
Calyptotis_ruficauda;Scincidae;Sphenomorphinae;Calyptotis;;ruficauda;GREER, 1983;;;
Calyptotis_scutirostrum;Scincidae;Sphenomorphinae;Calyptotis;;scutirostrum;(PETERS, 1874);;;
Calyptotis_temporalis;Scincidae;Sphenomorphinae;Calyptotis;;temporalis;GREER, 1983;;;
Calyptotis_thorntonensis;Scincidae;Sphenomorphinae;Calyptotis;;thorntonensis;GREER, 1983;;;
Candoia_aspera;Boidae;Candoiinae;Candoia;;aspera;(GÜNTHER, 1877);;;
Candoia_aspera_aspera;Boidae;Candoiinae;Candoia;;aspera;(GÜNTHER, 1877);subsp.;aspera;(GÜNTHER, 1877)
Candoia_aspera_schmidti;Boidae;Candoiinae;Candoia;;aspera;(GÜNTHER, 1877);subsp.;schmidti;(STULL, 1932)
Candoia_bibroni;Boidae;Candoiinae;Candoia;;bibroni;(DUMÉRIL & BIBRON, 1844);;;
Candoia_carinata;Boidae;Candoiinae;Candoia;;carinata;(SCHNEIDER, 1801);;;
Candoia_carinata_carinata;Boidae;Candoiinae;Candoia;;carinata;(SCHNEIDER, 1801);subsp.;carinata;(SCHNEIDER, 1801)
Candoia_carinata_tepedeleni;Boidae;Candoiinae;Candoia;;carinata;(SCHNEIDER, 1801);subsp.;tepedeleni;SMITH CHISZAR, TEPEDELEN & BREUKELEN, 2001
Candoia_paulsoni;Boidae;Candoiinae;Candoia;;paulsoni;(STULL, 1956);;;
Candoia_paulsoni_mcdowelli;Boidae;Candoiinae;Candoia;;paulsoni;(STULL, 1956);subsp.;mcdowelli;SMITH & CHISZAR, 2001
Candoia_paulsoni_paulsoni;Boidae;Candoiinae;Candoia;;paulsoni;(STULL, 1956);subsp.;paulsoni;(STULL, 1956)
Candoia_paulsoni_rosadoi;Boidae;Candoiinae;Candoia;;paulsoni;(STULL, 1956);subsp.;rosadoi;SMITH & CHISZAR, 2001
Candoia_paulsoni_sadlieri;Boidae;Candoiinae;Candoia;;paulsoni;(STULL, 1956);subsp.;sadlieri;SMITH & CHISZAR, 2001
Candoia_paulsoni_tasmai;Boidae;Candoiinae;Candoia;;paulsoni;(STULL, 1956);subsp.;tasmai;SMITH & TEPEDELEN, 2001
Candoia_paulsoni_vindumi;Boidae;Candoiinae;Candoia;;paulsoni;(STULL, 1956);subsp.;vindumi;SMITH & CHISZAR, 2001
Candoia_superciliosa;Boidae;Candoiinae;Candoia;;superciliosa;(GÜNTHER, 1863);;;
Candoia_superciliosa_crombiei;Boidae;Candoiinae;Candoia;;superciliosa;(GÜNTHER, 1863);subsp.;crombiei;SMITH et al., 2001
Candoia_superciliosa_superciliosa;Boidae;Candoiinae;Candoia;;superciliosa;(GÜNTHER, 1863);subsp.;superciliosa;(GÜNTHER, 1863)
Cantoria_violacea;Homalopsidae;;Cantoria;;violacea;GIRARD, 1858;;;
Caparaonia_itaiquara;Gymnophthalmidae;Gymnophthalminae;Caparaonia;;itaiquara;RODRIGUES, CASSIMIRO, PAVAN, CURCIO, KRUTH VERDADE & MACHADO PELLEGRINO, 2009;;;
Capitellum_mariagalantae;Scincidae;Mabuyinae;Capitellum;;mariagalantae;HEDGES & CONN, 2012;;;
Capitellum_metallicum;Scincidae;Mabuyinae;Capitellum;;metallicum;(BOCOURT, 1879);;;
Capitellum_parvicruzae;Scincidae;Mabuyinae;Capitellum;;parvicruzae;HEDGES & CONN, 2012;;;
Caraiba_andreae;Colubridae;Dipsadinae;Caraiba;;andreae;(REINHARDT & LÜTKEN, 1862);;;
Caraiba_andreae_andreae;Colubridae;Dipsadinae;Caraiba;;andreae;(REINHARDT & LÜTKEN, 1862);subsp.;andreae;(REINHARDT & LÜTKEN, 1862)
Caraiba_andreae_melopyrrha;Colubridae;Dipsadinae;Caraiba;;andreae;(REINHARDT & LÜTKEN, 1862);subsp.;melopyrrha;(THOMAS & GARRIDO, 1967)
Caraiba_andreae_morenoi;Colubridae;Dipsadinae;Caraiba;;andreae;(REINHARDT & LÜTKEN, 1862);subsp.;morenoi;(GARRIDO, 1973)
Caraiba_andreae_nebulatus;Colubridae;Dipsadinae;Caraiba;;andreae;(REINHARDT & LÜTKEN, 1862);subsp.;nebulatus;(BARBOUR, 1916)
Caraiba_andreae_orientalis;Colubridae;Dipsadinae;Caraiba;;andreae;(REINHARDT & LÜTKEN, 1862);subsp.;orientalis;(BARBOUR & RAMSDEN, 1919)
Caraiba_andreae_peninsulae;Colubridae;Dipsadinae;Caraiba;;andreae;(REINHARDT & LÜTKEN, 1862);subsp.;peninsulae;(SCHWARTZ & THOMAS, 1960)
Caretta_caretta;Cheloniidae;Carettinae;Caretta;;caretta;(LINNAEUS, 1758);;;
Carettochelys_insculpta;Carettochelyidae;;Carettochelys;;insculpta;RAMSAY, 1886;;;
Carinascincus_coventryi;Scincidae;Eugongylinae;Carinascincus;;coventryi;(RAWLINSON, 1975);;;
Carinascincus_greeni;Scincidae;Eugongylinae;Carinascincus;;greeni;(RAWLINSON, 1975);;;
Carinascincus_metallicus;Scincidae;Eugongylinae;Carinascincus;;metallicus;(O'SHAUGHNESSY, 1874);;;
Carinascincus_microlepidotus;Scincidae;Eugongylinae;Carinascincus;;microlepidotus;(O'SHAUGHNESSY, 1874);;;
Carinascincus_ocellatus;Scincidae;Eugongylinae;Carinascincus;;ocellatus;(GRAY, 1845);;;
Carinascincus_orocryptus;Scincidae;Eugongylinae;Carinascincus;;orocryptus;(HUTCHINSON, SCHWANER & MEDLOCK, 1988);;;
Carinascincus_palfreymani;Scincidae;Eugongylinae;Carinascincus;;palfreymani;(RAWLINSON, 1974);;;
Carinascincus_pretiosus;Scincidae;Eugongylinae;Carinascincus;;pretiosus;(O'SHAUGHNESSY, 1874);;;
Carlia_aenigma;Scincidae;Eugongylinae;Carlia;;aenigma;ZUG, 2004;;;
Carlia_ailanpalai;Scincidae;Eugongylinae;Carlia;;ailanpalai;ZUG, 2004;;;
Carlia_amax;Scincidae;Eugongylinae;Carlia;;amax;STORR, 1974;;;
Carlia_aramia;Scincidae;Eugongylinae;Carlia;;aramia;ZUG, 2004;;;
Carlia_babarensis;Scincidae;Eugongylinae;Carlia;;babarensis;(KOPSTEIN, 1926);;;
Carlia_beccarii;Scincidae;Eugongylinae;Carlia;;beccarii;(PETERS & DORIA, 1878);;;
Carlia_bicarinata;Scincidae;Eugongylinae;Carlia;;bicarinata;(MACLEAY, 1877);;;
Carlia_bomberai;Scincidae;Eugongylinae;Carlia;;bomberai;ZUG & ALLISON, 2006;;;
Carlia_caesius;Scincidae;Eugongylinae;Carlia;;caesius;ZUG & ALLISON, 2006;;;
Carlia_crypta;Scincidae;Eugongylinae;Carlia;;crypta;SINGHAL, HOSKIN, COUPER, POTTER & MORITZ, 2018;;;
Carlia_decora;Scincidae;Eugongylinae;Carlia;;decora;HOSKIN & COUPER, 2012;;;
Carlia_diguliensis;Scincidae;Eugongylinae;Carlia;;diguliensis;(KOPSTEIN, 1926);;;
Carlia_dogare;Scincidae;Eugongylinae;Carlia;;dogare;COVACEVICH & INGRAM, 1975;;;
Carlia_eothen;Scincidae;Eugongylinae;Carlia;;eothen;ZUG, 2004;;;
Carlia_fusca;Scincidae;Eugongylinae;Carlia;;fusca;(DUMÉRIL & BIBRON, 1839);;;
Carlia_gracilis;Scincidae;Eugongylinae;Carlia;;gracilis;STORR, 1974;;;
Carlia_inconnexa;Scincidae;Eugongylinae;Carlia;;inconnexa;INGRAM & COVACEVICH, 1989;;;
Carlia_insularis;Scincidae;Eugongylinae;Carlia;;insularis;AFONSO-SILVA, SANTOS, OGILVIE & MORITZ, 2017;;;
Carlia_isostriacantha;Scincidae;Eugongylinae;Carlia;;isostriacantha;AFONSO-SILVA, SANTOS, OGILVIE & MORITZ, 2017;;;
Carlia_jarnoldae;Scincidae;Eugongylinae;Carlia;;jarnoldae;COVACEVICH & INGRAM, 1975;;;
Carlia_johnstonei;Scincidae;Eugongylinae;Carlia;;johnstonei;STORR, 1974;;;
Carlia_leucotaenia;Scincidae;Eugongylinae;Carlia;;leucotaenia;(BLEEKER, 1860);;;
Carlia_longipes;Scincidae;Eugongylinae;Carlia;;longipes;(MACLEAY, 1877);;;
Carlia_luctuosa;Scincidae;Eugongylinae;Carlia;;luctuosa;(PETERS & DORIA, 1878);;;
Carlia_munda;Scincidae;Eugongylinae;Carlia;;munda;(DE VIS, 1885);;;
Carlia_mysi;Scincidae;Eugongylinae;Carlia;;mysi;ZUG, 2004;;;
Carlia_nigrauris;Scincidae;Eugongylinae;Carlia;;nigrauris;ZUG, 2010;;;
Carlia_pectoralis;Scincidae;Eugongylinae;Carlia;;pectoralis;(DE VIS, 1885);;;
Carlia_peronii;Scincidae;Eugongylinae;Carlia;;peronii;(DUMÉRIL & BIBRON, 1839);;;
Carlia_pulla;Scincidae;Eugongylinae;Carlia;;pulla;(BARBOUR, 1911);;;
Carlia_quinquecarinata;Scincidae;Eugongylinae;Carlia;;quinquecarinata;(MACLEAY, 1877);;;
Carlia_rhomboidalis;Scincidae;Eugongylinae;Carlia;;rhomboidalis;(PETERS, 1869);;;
Carlia_rostralis;Scincidae;Eugongylinae;Carlia;;rostralis;(DE VIS, 1885);;;
Carlia_rubigo;Scincidae;Eugongylinae;Carlia;;rubigo;HOSKIN & COUPER, 2012;;;
Carlia_rubrigularis;Scincidae;Eugongylinae;Carlia;;rubrigularis;INGRAM & COVACEVICH, 1989;;;
Carlia_rufilatus;Scincidae;Eugongylinae;Carlia;;rufilatus;STORR, 1974;;;
Carlia_schmeltzii;Scincidae;Eugongylinae;Carlia;;schmeltzii;(PETERS, 1867);;;
Carlia_sexdentata;Scincidae;Eugongylinae;Carlia;;sexdentata;(MACLEAY, 1877);;;
Carlia_spinauris;Scincidae;Eugongylinae;Carlia;;spinauris;(SMITH, 1927);;;
Carlia_storri;Scincidae;Eugongylinae;Carlia;;storri;INGRAM & COVACEVICH, 1989;;;
Carlia_sukur;Scincidae;Eugongylinae;Carlia;;sukur;ZUG & KAISER, 2014;;;
Carlia_tetradactyla;Scincidae;Eugongylinae;Carlia;;tetradactyla;(O'SHAUGHNESSY, 1879);;;
Carlia_triacantha;Scincidae;Eugongylinae;Carlia;;triacantha;(MITCHELL, 1953);;;
Carlia_tutela;Scincidae;Eugongylinae;Carlia;;tutela;ZUG, 2004;;;
Carlia_vivax;Scincidae;Eugongylinae;Carlia;;vivax;(DE VIS, 1884);;;
Carlia_wundalthini;Scincidae;Eugongylinae;Carlia;;wundalthini;HOSKIN, 2014;;;
Carphodactylus_laevis;Carphodactylidae;;Carphodactylus;;laevis;GÜNTHER, 1897;;;
Carphophis_amoenus;Colubridae;Dipsadinae;Carphophis;;amoenus;(SAY, 1825);;;
Carphophis_amoenus_amoenus;Colubridae;Dipsadinae;Carphophis;;amoenus;(SAY, 1825);subsp.;amoenus;(SAY, 1825)
Carphophis_amoenus_helenae;Colubridae;Dipsadinae;Carphophis;;amoenus;(SAY, 1825);subsp.;helenae;(KENNICOTT, 1859)
Carphophis_vermis;Colubridae;Dipsadinae;Carphophis;;vermis;(KENNICOTT, 1859);;;
Casarea_dussumieri;Bolyeriidae;;Casarea;;dussumieri;(SCHLEGEL, 1837);;;
Cathetorhinus_melanocephalus;Gerrhopilidae;;Cathetorhinus;;melanocephalus;DUMÉRIL & BIBRON, 1844;;;
Causus_bilineatus;Viperidae;Viperinae;Causus;;bilineatus;BOULENGER, 1905;;;
Causus_defilippii;Viperidae;Viperinae;Causus;;defilippii;(JAN, 1863);;;
Causus_lichtensteinii;Viperidae;Viperinae;Causus;;lichtensteinii;(JAN, 1859);;;
Causus_maculatus;Viperidae;Viperinae;Causus;;maculatus;(HALLOWELL, 1842);;;
Causus_rasmusseni;Viperidae;Viperinae;Causus;;rasmusseni;BROADLEY, 2014;;;
Causus_resimus;Viperidae;Viperinae;Causus;;resimus;(PETERS, 1862);;;
Causus_rhombeatus;Viperidae;Viperinae;Causus;;rhombeatus;(LICHTENSTEIN, 1823);;;
Celatiscincus_euryotis;Scincidae;Eugongylinae;Celatiscincus;;euryotis;(WERNER, 1910);;;
Celatiscincus_similis;Scincidae;Eugongylinae;Celatiscincus;;similis;SADLIER, SMITH & BAUER, 2006;;;
Celestus_adercus;Diploglossidae;;Celestus;;adercus;SAVAGE, LIPS & IBÁÑEZ, 2008;;;
Celestus_agasepsoides;Diploglossidae;;Celestus;;agasepsoides;(THOMAS, 1971);;;
Celestus_anelpistus;Diploglossidae;;Celestus;;anelpistus;(SCHWARTZ, GRAHAM, & DUVAL, 1979);;;
Celestus_badius;Diploglossidae;;Celestus;;badius;COPE, 1868;;;
Celestus_barbouri;Diploglossidae;;Celestus;;barbouri;GRANT, 1940;;;
Celestus_carraui;Diploglossidae;;Celestus;;carraui;(INCHAÚSTEGUI, 1985);;;
Celestus_costatus;Diploglossidae;;Celestus;;costatus;(COPE, 1862);;;
Celestus_costatus_aenetergum;Diploglossidae;;Celestus;;costatus;(COPE, 1862);subsp.;aenetergum;SCHWARTZ & JACOBS, 1989
Celestus_costatus_chalcorhabdus;Diploglossidae;;Celestus;;costatus;(COPE, 1862);subsp.;chalcorhabdus;SCHWARTZ, 1964
Celestus_costatus_costatus;Diploglossidae;;Celestus;;costatus;(COPE, 1862);subsp.;costatus;(COPE, 1862)
Celestus_costatus_emys;Diploglossidae;;Celestus;;costatus;(COPE, 1862);subsp.;emys;SCHWARTZ, 1971
Celestus_costatus_leionotus;Diploglossidae;;Celestus;;costatus;(COPE, 1862);subsp.;leionotus;SCHWARTZ, 1964
Celestus_costatus_melanchrous;Diploglossidae;;Celestus;;costatus;(COPE, 1862);subsp.;melanchrous;SCHWARTZ, 1964
Celestus_costatus_neiba;Diploglossidae;;Celestus;;costatus;(COPE, 1862);subsp.;neiba;SCHWARTZ, 1964
Celestus_costatus_nesobous;Diploglossidae;;Celestus;;costatus;(COPE, 1862);subsp.;nesobous;SCHWARTZ, 1964
Celestus_costatus_oreistes;Diploglossidae;;Celestus;;costatus;(COPE, 1862);subsp.;oreistes;SCHWARTZ, 1964
Celestus_costatus_psychonothes;Diploglossidae;;Celestus;;costatus;(COPE, 1862);subsp.;psychonothes;SCHWARTZ, 1964
Celestus_costatus_saonae;Diploglossidae;;Celestus;;costatus;(COPE, 1862);subsp.;saonae;SCHWARTZ, 1964
Celestus_crusculus;Diploglossidae;;Celestus;;crusculus;(GARMAN, 1887);;;
Celestus_crusculus_crusculus;Diploglossidae;;Celestus;;crusculus;(GARMAN, 1887);subsp.;crusculus;(GARMAN, 1887)
Celestus_crusculus_cundalli;Diploglossidae;;Celestus;;crusculus;(GARMAN, 1887);subsp.;cundalli;GRANT, 1940
Celestus_crusculus_maculatus;Diploglossidae;;Celestus;;crusculus;(GARMAN, 1887);subsp.;maculatus;GARMAN, 1888
Celestus_crusculus_molesworthi;Diploglossidae;;Celestus;;crusculus;(GARMAN, 1887);subsp.;molesworthi;GRANT, 1940
Celestus_curtissi;Diploglossidae;;Celestus;;curtissi;GRANT, 1951;;;
Celestus_curtissi_aporus;Diploglossidae;;Celestus;;curtissi;GRANT, 1951;subsp.;aporus;SCHWARTZ, 1964
Celestus_curtissi_curtissi;Diploglossidae;;Celestus;;curtissi;GRANT, 1951;subsp.;curtissi;GRANT, 1951
Celestus_curtissi_diastatus;Diploglossidae;;Celestus;;curtissi;GRANT, 1951;subsp.;diastatus;SCHWARTZ, 1964
Celestus_curtissi_hylonomus;Diploglossidae;;Celestus;;curtissi;GRANT, 1951;subsp.;hylonomus;SCHWARTZ, 1964
Celestus_cyanochloris;Diploglossidae;;Celestus;;cyanochloris;COPE, 1894;;;
Celestus_darlingtoni;Diploglossidae;;Celestus;;darlingtoni;COCHRAN, 1939;;;
Celestus_duquesneyi;Diploglossidae;;Celestus;;duquesneyi;GRANT, 1940;;;
Celestus_enneagrammus;Diploglossidae;;Celestus;;enneagrammus;(COPE, 1861);;;
Celestus_fowleri;Diploglossidae;;Celestus;;fowleri;(SCHWARTZ, 1971);;;
Celestus_haetianus;Diploglossidae;;Celestus;;haetianus;(COCHRAN, 1927);;;
Celestus_haetianus_haetianus;Diploglossidae;;Celestus;;haetianus;(COCHRAN, 1927);subsp.;haetianus;(COCHRAN, 1927)
Celestus_haetianus_mylicus;Diploglossidae;;Celestus;;haetianus;(COCHRAN, 1927);subsp.;mylicus;(SCHWARTZ, 1965)
Celestus_haetianus_surdus;Diploglossidae;;Celestus;;haetianus;(COCHRAN, 1927);subsp.;surdus;(SCHWARTZ, 1965)
Celestus_hewardi;Diploglossidae;;Celestus;;hewardi;GRAY, 1845;;;
Celestus_hylaius;Diploglossidae;;Celestus;;hylaius;SAVAGE & LIPS, 1993;;;
Celestus_ingridae;Diploglossidae;;Celestus;;ingridae;WERLER & CAMPBELL, 2004;;;
Celestus_laf;Diploglossidae;;Celestus;;laf;LOTZKAT, HERTZ & KÖHLER, 2016;;;
Celestus_legnotus;Diploglossidae;;Celestus;;legnotus;CAMPBELL & CAMARILLO, 1994;;;
Celestus_macrotus;Diploglossidae;;Celestus;;macrotus;THOMAS & HEDGES, 1989;;;
Celestus_marcanoi;Diploglossidae;;Celestus;;marcanoi;(SCHWARTZ & INCHAUSTEGUI, 1976);;;
Celestus_microblepharis;Diploglossidae;;Celestus;;microblepharis;(UNDERWOOD, 1959);;;
Celestus_occiduus;Diploglossidae;;Celestus;;occiduus;(SHAW, 1802);;;
Celestus_orobius;Diploglossidae;;Celestus;;orobius;SAVAGE & LIPS, 1993;;;
Celestus_rozellae;Diploglossidae;;Celestus;;rozellae;(SMITH, 1942);;;
Celestus_sepsoides;Diploglossidae;;Celestus;;sepsoides;(GRAY, 1852);;;
Celestus_stenurus;Diploglossidae;;Celestus;;stenurus;(COPE, 1862);;;
Celestus_stenurus_alloeides;Diploglossidae;;Celestus;;stenurus;(COPE, 1862);subsp.;alloeides;SCHWARTZ, 1964
Celestus_stenurus_rugosus;Diploglossidae;;Celestus;;stenurus;(COPE, 1862);subsp.;rugosus;COPE, 1879
Celestus_stenurus_stenurus;Diploglossidae;;Celestus;;stenurus;(COPE, 1862);subsp.;stenurus;(COPE, 1862)
Celestus_stenurus_weinlandi;Diploglossidae;;Celestus;;stenurus;(COPE, 1862);subsp.;weinlandi;COPE, 1868
Celestus_warreni;Diploglossidae;;Celestus;;warreni;(SCHWARTZ, 1970);;;
Cemophora_coccinea;Colubridae;Colubrinae;Cemophora;;coccinea;(BLUMENBACH, 1788);;;
Cemophora_coccinea_coccinea;Colubridae;Colubrinae;Cemophora;;coccinea;(BLUMENBACH, 1788);subsp.;coccinea;(BLUMENBACH, 1788)
Cemophora_coccinea_copei;Colubridae;Colubrinae;Cemophora;;coccinea;(BLUMENBACH, 1788);subsp.;copei;JAN, 1863
Cemophora_lineri;Colubridae;Colubrinae;Cemophora;;lineri;(WILLIAMS, BROWN & WILSON, 1966);;;
Centrochelys_sulcata;Testudinidae;;Centrochelys;;sulcata;(MILLER, 1779);;;
Cerastes_boehmei;Viperidae;Viperinae;Cerastes;;boehmei;WAGNER & WILMS, 2010;;;
Cerastes_cerastes;Viperidae;Viperinae;Cerastes;;cerastes;LINNAEUS, 1758;;;
Cerastes_cerastes_cerastes;Viperidae;Viperinae;Cerastes;;cerastes;LINNAEUS, 1758;subsp.;cerastes;(LINNAEUS, 1758)
Cerastes_cerastes_hoofieni;Viperidae;Viperinae;Cerastes;;cerastes;LINNAEUS, 1758;subsp.;hoofieni;WERNER & SIVAN in WERNER et al., 1999
Cerastes_gasperettii;Viperidae;Viperinae;Cerastes;;gasperettii;LEVITON & ANDERSON, 1967;;;
Cerastes_gasperettii_gasperettii;Viperidae;Viperinae;Cerastes;;gasperettii;LEVITON & ANDERSON, 1967;subsp.;gasperettii;LEVITON & ANDERSON, 1967
Cerastes_gasperettii_mendelssohni;Viperidae;Viperinae;Cerastes;;gasperettii;LEVITON & ANDERSON, 1967;subsp.;mendelssohni;WERNER & SIVAN in WERNER et al., 1999
Cerastes_vipera;Viperidae;Viperinae;Cerastes;;vipera;(LINNAEUS, 1758);;;
Ceratophora_aspera;Agamidae;Draconinae;Ceratophora;;aspera;GÜNTHER, 1864;;;
Ceratophora_erdeleni;Agamidae;Draconinae;Ceratophora;;erdeleni;PETHIYAGODA & MANAMENDRA-ARACHCHI, 1998;;;
Ceratophora_karu;Agamidae;Draconinae;Ceratophora;;karu;PETHIYAGODA & MANAMENDRA-ARACHCHI, 1998;;;
Ceratophora_stoddartii;Agamidae;Draconinae;Ceratophora;;stoddartii;GRAY, 1834;;;
Ceratophora_tennentii;Agamidae;Draconinae;Ceratophora;;tennentii;GÜNTHER, 1861;;;
Cerberus_australis;Homalopsidae;;Cerberus;;australis;(GRAY, 1842);;;
Cerberus_dunsoni;Homalopsidae;;Cerberus;;dunsoni;MURPHY, VORIS & KARNS, 2012;;;
Cerberus_microlepis;Homalopsidae;;Cerberus;;microlepis;BOULENGER, 1896;;;
Cerberus_rynchops;Homalopsidae;;Cerberus;;rynchops;(SCHNEIDER, 1799);;;
Cerberus_schneiderii;Homalopsidae;;Cerberus;;schneiderii;(SCHLEGEL, 1837);;;
Cercophis_auratus;Colubridae;Dipsadinae;Cercophis;;auratus;(SCHLEGEL, 1837);;;
Cercosaura_anordosquama;Gymnophthalmidae;Cercosaurinae;Cercosaura;;anordosquama;STURARO, RODRIGUES, COLLI, KNOWLES & AVILA-PIRES, 2018;;;
Cercosaura_argulus;Gymnophthalmidae;Cercosaurinae;Cercosaura;;argulus;PETERS, 1862;;;
Cercosaura_bassleri;Gymnophthalmidae;Cercosaurinae;Cercosaura;;bassleri;RUIBAL, 1952;;;
Cercosaura_doanae;Gymnophthalmidae;Cercosaurinae;Cercosaura;;doanae;ECHEVARRÍA, BARBOZA & VENEGAS, 2015;;;
Cercosaura_eigenmanni;Gymnophthalmidae;Cercosaurinae;Cercosaura;;eigenmanni;(GRIFFIN, 1917);;;
Cercosaura_hypnoides;Gymnophthalmidae;Cercosaurinae;Cercosaura;;hypnoides;DOAN & LAMAR, 2012;;;
Cercosaura_manicata;Gymnophthalmidae;Cercosaurinae;Cercosaura;;manicata;O’SHAUGHNESSY, 1881;;;
Cercosaura_manicata_bolivianus;Gymnophthalmidae;Cercosaurinae;Cercosaura;;manicata;O’SHAUGHNESSY, 1881;subsp.;bolivianus;(WERNER, 1899)
Cercosaura_manicata_manicata;Gymnophthalmidae;Cercosaurinae;Cercosaura;;manicata;O’SHAUGHNESSY, 1881;subsp.;manicata;O’SHAUGHNESSY, 1881
Cercosaura_nigroventris;Gymnophthalmidae;Cercosaurinae;Cercosaura;;nigroventris;(GORZULA & SENARIS, 1999);;;
Cercosaura_ocellata;Gymnophthalmidae;Cercosaurinae;Cercosaura;;ocellata;WAGLER, 1830;;;
Cercosaura_olivacea;Gymnophthalmidae;Cercosaurinae;Cercosaura;;olivacea;GRAY, 1845;;;
Cercosaura_oshaughnessyi;Gymnophthalmidae;Cercosaurinae;Cercosaura;;oshaughnessyi;(BOULENGER, 1885);;;
Cercosaura_parkeri;Gymnophthalmidae;Cercosaurinae;Cercosaura;;parkeri;(RUIBAL, 1952);;;
Cercosaura_phelpsorum;Gymnophthalmidae;Cercosaurinae;Cercosaura;;phelpsorum;(LANCINI, 1968);;;
Cercosaura_quadrilineata;Gymnophthalmidae;Cercosaurinae;Cercosaura;;quadrilineata;BOETTGER, 1876;;;
Cercosaura_schreibersii;Gymnophthalmidae;Cercosaurinae;Cercosaura;;schreibersii;(WIEGMANN, 1834);;;
Cercosaura_schreibersii_albostrigatus;Gymnophthalmidae;Cercosaurinae;Cercosaura;;schreibersii;(WIEGMANN, 1834);subsp.;albostrigatus;(GRIFFIN, 1917)
Cercosaura_schreibersii_schreibersii;Gymnophthalmidae;Cercosaurinae;Cercosaura;;schreibersii;(WIEGMANN, 1834);subsp.;schreibersii;WIEGMANN, 1834
Cercosaura_steyeri;Gymnophthalmidae;Cercosaurinae;Cercosaura;;steyeri;(TEDESCO, 1998);;;
Cerrophidion_godmani;Viperidae;Crotalinae;Cerrophidion;;godmani;(GÜNTHER, 1863);;;
Cerrophidion_petlalcalensis;Viperidae;Crotalinae;Cerrophidion;;petlalcalensis;LOPÉZ-LUNA, VOGT & TORRE-LORANCA, 1999;;;
